tweet_id,favorites,retweets
828408677031882754,7679,1290
828381636999917570,12584,2214
828376505180889089,7377,1070
828372645993398273,12578,2935
828361771580813312,2195,172
828046555563323392,11743,2877
828011680017821696,10356,2149
827933404142436356,20107,5248
827653905312006145,15520,3021
827600520311402496,7452,944
827324948884643840,15861,3046
827199976799354881,10583,2220
826958653328592898,21604,5003
826848821049180160,36396,10167
826615380357632002,0,3991
826598799820865537,5130,251
826598365270007810,10073,2340
826476773533745153,18436,4197
826240494070030336,13324,2615
826204788643753985,4893,926
826115272272650244,15679,3119
825876512159186944,10513,1871
825829644528148480,12771,2493
825535076884762624,57015,17597
825147591692263424,18337,4557
825120256414846976,0,1257
825026590719483904,6317,1257
824796380199809024,0,5508
824775126675836928,14945,3525
824663926340194305,10554,1781
824325613288833024,11876,10558
824297048279236611,15101,3871
824025158776213504,4844,603
823939628516474880,10661,2717
823719002937630720,0,11230
823699002998870016,14031,2532
823581115634085888,13073,2629
823333489516937216,703,25
823322678127919110,15786,4037
823269594223824897,0,9920
822975315408461824,17388,3464
822872901745569793,132126,43410
822859134160621569,13314,2285
822647212903690241,0,6427
822610361945911296,14881,2969
822489057087389700,18247,6427
822462944365645825,28144,14365
822244816520155136,35096,9920
822163064745328640,0,4788
821886076407029760,11367,2317
821813639212650496,0,3372
821765923262631936,8448,1666
821522889702862852,8063,1767
821421320206483457,0,5616
821407182352777218,11820,4350
821153421864615936,257,10
821149554670182400,8681,1991
821107785811234820,9650,2145
821044531881721856,12730,2298
820837357901512704,0,6768
820749716845686786,31725,9941
820690176645140481,12277,3248
820494788566847489,0,567
820446719150292993,0,2582
820314633777061888,3365,567
820078625395449857,19933,6323
820013781606658049,0,1181
819952236453363712,5360,1181
819924195358416896,12985,4913
819711362133872643,13453,3131
819588359383371776,9700,2003
819347104292290561,7259,1214
819238181065359361,2280,410
819227688460238848,23212,6768
819015337530290176,0,37108
819015331746349057,0,19084
819006400881917954,45609,19084
819004803107983360,87515,37108
818646164899774465,0,21152
818627210458333184,22561,7590
818614493328580609,9913,2582
818588835076603904,0,6190
818536468981415936,10981,2474
818307523543449600,0,8152
818259473185828864,11099,2284
818145370475810820,12358,2591
817908911860748288,4891,810
817827839487737858,52031,27272
817777686764523521,10829,2714
817536400337801217,11855,2986
817502432452313088,0,3416
817423860136083457,34090,14825
817415592588222464,5642,955
817181837579653120,0,8526
817171292965273600,8835,2040
817120970343411712,12319,2619
817056546584727552,8667,1657
816829038950027264,0,4752
816816676327063552,10084,2060
816697700272001025,9872,2212
816450570814898180,30670,8152
816336735214911488,8671,1958
816091915477250048,9014,2165
816062466425819140,0,1029
816014286006976512,0,5312
815990720817401858,4985,1029
815966073409433600,22609,8526
815745968457060357,0,4167
815736392542261248,9926,2280
815639385530101762,8304,1668
815390420867969024,10451,3836
814986499976527872,7730,1288
814638523311648768,11376,2723
814578408554463233,0,5901
814530161257443328,8723,1881
814153002265309185,29022,8766
813944609378369540,0,3221
813910438903693312,9387,1884
813812741911748608,36763,14128
813800681631023104,8395,1781
813217897535406080,18826,7369
813202720496779264,9328,1833
813187593374461952,20076,4407
813172488309972993,9364,1949
813157409116065792,7858,2233
813142292504645637,8560,2408
813130366689148928,4512,452
813127251579564032,11962,3167
813112105746448384,10403,2775
813096984823349248,10676,3664
813081950185472002,9996,2813
813066809284972545,8035,1978
813051746834595840,21196,7451
812781120811126785,7651,1923
812709060537683968,6678,1448
812503143955202048,6143,1235
812466873996607488,8051,1953
812372279581671427,13796,3700
811985624773361665,7343,1422
811744202451197953,7632,1619
811647686436880384,5676,751
811627233043480576,12908,3116
811386762094317568,21155,6462
810984652412424192,5393,1456
810896069567610880,9116,1794
810657578271330305,11092,2681
810284430598270976,35659,11436
810254108431155201,14871,3420
809920764300447744,15723,3991
809808892968534016,0,4951
809448704142938112,7014,1484
809220051211603969,20154,5671
809084759137812480,13402,3573
808838249661788160,10235,3079
808733504066486276,7999,2192
808501579447930884,11447,2636
808344865868283904,43068,21152
808134635716833280,0,6014
808106460588765185,8899,2234
808001312164028416,12686,3586
807621403335917568,14768,3673
807106840509214720,119675,56113
807059379405148160,0,7451
807010152071229440,13243,3918
806629075125202948,75620,35099
806620845233815552,0,5608
806576416489959424,4955,1974
806542213899489280,10344,2389
806242860592926720,0,11789
806219024703037440,6518,1213
805958939288408065,0,5442
805932879469572096,8383,1951
805826884734976000,6652,1854
805823200554876929,0,8134
805520635690676224,5830,1680
805487436403003392,8906,2556
805207613751304193,7933,1745
804738756058218496,13873,3863
804475857670639616,6214,2037
804413760345620481,0,3278
804026241225523202,45049,16375
803773340896923648,10187,2780
803692223237865472,0,7539
803638050916102144,11080,4201
803380650405482500,7874,1893
803321560782307329,0,5401
803276597545603072,10160,2491
802952499103731712,9132,2036
802624713319034886,0,2955
802600418706604034,7199,1489
802572683846291456,9050,2548
802323869084381190,16421,5913
802265048156610565,6855,1397
802239329049477120,9197,2662
802185808107208704,0,276
801958328846974976,7859,1741
801854953262350336,1806,240
801538201127157760,8334,2103
801285448605831168,6135,833
801167903437357056,24777,6014
801127390143516673,0,4005
801115127852503040,8177,2128
800859414831898624,695,98
800855607700029440,0,1633
800751577355128832,10699,2836
800513324630806528,13275,3033
800459316964663297,9634,2201
800443802682937345,0,4384
800388270626521089,11295,2851
800188575492947969,0,4004
800141422401830912,15480,2582
800018252395122689,28747,13353
799774291445383169,0,4758
799757965289017345,8506,2200
799422933579902976,8172,1955
799308762079035393,0,5549
799297110730567681,10026,2802
799063482566066176,8176,2502
798933969379225600,13265,4531
798925684722855936,7603,1462
798705661114773508,0,6739
798701998996647937,0,7904
798697898615730177,0,6619
798694562394996736,0,5036
798686750113755136,0,2369
798682547630837760,0,4790
798673117451325440,0,5624
798665375516884993,0,3969
798644042770751489,0,1881
798628517273620480,0,2007
798585098161549313,0,5782
798576900688019456,0,5930
798340744599797760,0,3389
798209839306514432,10554,2606
797971864723324932,11740,3156
797545162159308800,14737,4940
797236660651966464,20222,6674
797165961484890113,227,26
796904159865868288,0,9052
796865951799083009,7797,1950
796759840936919040,11986,3072
796563435802726400,0,7383
796484825502875648,7670,1782
796387464403357696,11140,4206
796177847564038144,0,14466
796149749086875649,32651,14466
796125600683540480,5026,1832
796116448414461957,9215,2451
796080075804475393,8575,2344
796031486298386433,10942,3763
795464331001561088,50208,23958
795400264262053889,10199,2916
795076730285391872,16401,5508
794983741416415232,0,3420
794926597468000259,10364,2334
794355576146903043,0,10444
794332329137291264,9705,2721
794205286408003585,9345,3371
793962221541933056,17035,4951
793845145112371200,9346,1896
793614319594401792,0,3179
793601777308463104,8088,1645
793500921481273345,10797,2408
793286476301799424,24890,9287
793271401113350145,8811,2426
793256262322548741,20219,8457
793241302385262592,10643,3346
793226087023144960,9959,2914
793210959003287553,9038,2837
793195938047070209,15481,5706
793180763617361921,7028,2030
793165685325201412,9529,2829
793150605191548928,6259,1723
793135492858580992,6508,2533
793120401413079041,12823,3975
792913359805018113,14523,4035
792883833364439040,11450,4332
792773781206999040,7444,1699
792394556390137856,13623,4348
792050063153438720,7238,1826
791821351946420224,0,21380
791784077045166082,0,9713
791780927877898241,0,3877
791774931465953280,45693,22477
791672322847637504,11896,3179
791406955684368384,13304,4167
791312159183634433,8900,2570
791026214425268224,0,4160
790987426131050500,9935,2166
790946055508652032,16844,4752
790723298204217344,0,2344
790698755171364864,8323,1950
790581949425475584,20894,7241
790337589677002753,7929,1908
790277117346975746,12722,3221
790227638568808452,0,3620
789986466051088384,9371,2344
789960241177853952,0,4173
789903600034189313,10470,4192
789628658055020548,7582,1791
789599242079838210,6857,1952
789530877013393408,11875,3420
789314372632018944,8761,2323
789280767834746880,0,5005
789268448748703744,9218,2637
789137962068021249,9834,2828
788908386943430656,27751,12634
788765914992902144,27650,10444
788552643979468800,0,7268
788412144018661376,15727,5334
788178268662984705,7308,2121
788150585577050112,6193,1303
788070120937619456,0,3468
788039637453406209,6202,1338
787810552592695296,8723,3087
787717603741622272,10373,2808
787397959788929025,11022,2879
787322443945877504,7865,1762
787111942498508800,0,6833
786963064373534720,26927,8066
786729988674449408,0,2451
786709082849828864,18434,6185
786664955043049472,10716,2589
786595970293370880,9552,3156
786363235746385920,11003,3545
786286427768250368,8055,2875
786233965241827333,15419,4788
786051337297522688,1437,156
786036967502913536,0,7089
785927819176054784,11511,3226
785872687017132033,6764,1832
785639753186217984,7929,2263
785533386513321988,9221,2018
785515384317313025,6184,1277
785264754247995392,7332,1652
785170936622350336,12160,4883
784826020293709826,10207,3278
784517518371221505,9062,2563
784431430411685888,5763,1283
784183165795655680,20265,8134
784057939640352768,30047,11230
783839966405230592,30333,10885
783821107061198850,7426,1996
783695101801398276,10562,3248
783466772167098368,8543,2272
783391753726550016,17044,5530
783347506784731136,0,5601
783334639985389568,29410,11789
783085703974514689,8223,2222
782969140009107456,24334,7451
782747134529531904,7535,1422
782722598790725632,17423,5442
782598640137187329,7865,1888
782305867769217024,16791,5616
782021823840026624,0,6255
781955203444699136,11220,3401
781661882474196992,10512,2737
781655249211752448,4025,1140
781524693396357120,20907,5608
781308096455073793,7199,2572
781251288990355457,8513,2094
781163403222056960,9892,2768
780931614150983680,21800,7383
780858289093574656,7244,2031
780800785462489090,5526,1312
780601303617732608,12207,3372
780543529827336192,6353,1754
780496263422808064,0,3716
780476555013349377,0,114
780459368902959104,5342,1085
780192070812196864,8777,2253
780092040432480260,0,2313
780074436359819264,12270,5009
779834332596887552,19039,7089
779377524342161408,8860,3129
779124354206535695,0,18411
779056095788752897,14862,4568
778990705243029504,20108,7246
778774459159379968,0,9958
778764940568104960,873,365
778748913645780993,6938,1321
778650543019483137,5810,1509
778624900596654080,4666,1014
778408200802557953,13709,4353
778396591732486144,0,12306
778383385161035776,5880,1108
778286810187399168,10432,3312
778039087836069888,8563,2662
778027034220126208,6588,1624
777953400541634568,0,3549
777885040357281792,6380,1636
777684233540206592,11291,2955
777641927919427584,0,4247
777621514455814149,8792,2513
777189768882946048,14358,4326
776819012571455488,0,13755
776813020089548800,4909,1212
776477788987613185,8872,2796
776249906839351296,0,9179
776218204058357768,30052,15953
776201521193218049,9668,2529
776113305656188928,11832,4384
776088319444877312,1854,151
775898661951791106,0,16597
775842724423557120,11764,2667
775733305207554048,13940,4005
775729183532220416,13059,4621
775364825476165632,7441,2986
775350846108426240,10212,3927
775085132600442880,15623,4758
774757898236878852,8644,1794
774639387460112384,6764,1740
774314403806253056,21870,5549
773985732834758656,10772,3877
773922284943896577,6430,1755
773704687002451968,6630,1635
773670353721753600,5377,1314
773547596996571136,22198,6190
773336787167145985,0,5097
773308824254029826,23398,7500
773247561583001600,9508,3265
773191612633579521,10044,4149
772877495989305348,8590,3889
772826264096874500,8096,2357
772615324260794368,0,3391
772581559778025472,6526,1701
772193107915964416,6064,1396
772152991789019136,3816,1134
772117678702071809,3794,743
772114945936949249,2737,470
772102971039580160,4013,946
771908950375665664,6614,1909
771770456517009408,12047,3389
771500966810099713,8290,2620
771380798096281600,10515,5097
771171053431250945,0,7480
771136648247640064,9187,2931
771102124360998913,6261,1447
771014301343748096,6886,1665
770787852854652928,4936,1203
770772759874076672,5184,1419
770655142660169732,7362,1772
770414278348247044,6342,2102
770293558247038976,6264,1479
770093767776997377,0,3059
770069151037685760,7617,2305
769940425801170949,31420,9592
769695466921623552,6432,1688
769335591808995329,0,7747
769212283578875904,5406,1725
768970937022709760,14389,6525
768909767477751808,0,2676
768855141948723200,4209,891
768609597686943744,4132,1205
768596291618299904,5047,1287
768554158521745409,0,5858
768473857036525572,13653,3435
768193404517830656,10887,3549
767884188863397888,4747,1384
767754930266464257,16031,5401
767500508068192258,7514,2341
767191397493538821,12337,3766
767122157629476866,10195,2860
766864461642756096,0,5636
766793450729734144,5078,1356
766714921925144576,2616,378
766693177336135680,4017,796
766423258543644672,6006,1592
766313316352462849,6806,1889
766078092750233600,0,2626
766069199026450432,4230,853
766008592277377025,3741,497
765719909049503744,7242,2154
765669560888528897,5197,1221
765395769549590528,26645,3386
765371061932261376,7078,2166
765222098633691136,11635,3391
764857477905154048,6457,1777
764259802650378240,6017,1499
763956972077010945,760,54
763837565564780549,12588,4160
763183847194451968,5387,1470
763167063695355904,0,3015
763103485927849985,7361,2295
762699858130116608,12141,3620
762471784394268675,11219,6408
762464539388485633,10304,4173
762316489655476224,4808,1124
762035686371364864,31859,15534
761976711479193600,5403,2006
761750502866649088,0,3914
761745352076779520,4270,862
761672994376806400,49487,29071
761599872357261312,4119,1189
761371037149827077,0,18043
761334018830917632,5193,1450
761292947749015552,4488,1086
761227390836215808,5323,1562
761004547850530816,11319,3468
760893934457552897,3815,975
760656994973933572,6586,1906
760641137271070720,4979,1294
760539183865880579,7558,3614
760521673607086080,4215,1384
760290219849637889,26754,11467
760252756032651264,3944,867
760190180481531904,5688,1800
760153949710192640,0,31
759943073749200896,5945,2077
759923798737051648,14662,5636
759846353224826880,6726,1965
759793422261743616,5951,1904
759557299618865152,4686,1180
759447681597108224,8474,2451
759446261539934208,1671,486
759197388317847553,6072,1943
759159934323924993,0,1153
759099523532779520,14485,4160
759047813560868866,6474,2004
758854675097526272,3546,893
758828659922702336,11200,3821
758740312047005698,5723,1609
758474966123810816,3797,996
758467244762497024,4775,2206
758405701903519748,5206,1906
758355060040593408,3393,1066
758099635764359168,19027,9958
758041019896193024,2697,373
757741869644341248,6867,3235
757729163776290825,0,7902
757725642876129280,4537,1205
757611664640446465,4559,1104
757597904299253760,0,299
757596066325864448,4323,1051
757400162377592832,15093,6834
757393109802180609,5799,1725
757354760399941633,4504,1413
756998049151549440,6268,1979
756939218950160384,6635,2001
756651752796094464,5035,1297
756526248105566208,10381,3564
756303284449767430,3918,1089
756288534030475264,43860,17653
756275833623502848,6389,1523
755955933503782912,7302,2867
755206590534418437,16386,5339
755110668769038337,21141,11042
754874841593970688,0,7874
754856583969079297,6885,2506
754747087846248448,2583,516
754482103782404096,5272,1947
754449512966619136,3743,729
754120377874386944,7859,2352
753655901052166144,5821,2159
753420520834629632,7875,3552
753398408988139520,5735,1891
753375668877008896,7614,2313
753298634498793472,0,5677
753294487569522689,3361,1035
753039830821511168,36982,20767
753026973505581056,3913,960
752932432744185856,12591,6833
752917284578922496,6916,1568
752701944171524096,0,2837
752682090207055872,5984,1585
752660715232722944,4367,1548
752568224206688256,5477,2270
752519690950500352,7343,3425
752334515931054080,3802,1089
752309394570878976,0,16164
752173152931807232,5952,1826
751950017322246144,3046,907
751937170840121344,5175,1323
751830394383790080,5790,1935
751793661361422336,5803,2884
751598357617971201,7890,3025
751583847268179968,4375,1094
751538714308972544,5014,1255
751456908746354688,3200,994
751251247299190784,12452,5840
751205363882532864,6298,1801
751132876104687617,5048,1292
750868782890057730,4767,1350
750719632563142656,13120,5005
750506206503038976,4424,1135
750429297815552001,13118,4247
750383411068534784,4538,1143
750381685133418496,691,27
750147208377409536,3090,954
750132105863102464,3597,1288
750117059602808832,4311,1299
750101899009982464,3031,835
750086836815486976,2158,528
750071704093859840,7795,3308
750056684286914561,3147,892
750041628174217216,3163,609
750026558547456000,2709,787
750011400160841729,3235,903
749996283729883136,3058,809
749981277374128128,5097,2447
749774190421639168,4640,1308
749417653287129088,6083,1627
749403093750648834,2609,530
749395845976588288,8509,3411
749317047558017024,5476,2218
749075273010798592,5722,2057
749064354620928000,4782,1509
749036806121881602,3080,788
748977405889503236,10712,3372
748932637671223296,5781,2227
748705597323898880,2769,942
748699167502000129,4718,1572
748692773788876800,4226,1321
748575535303884801,6031,1957
748568946752774144,2190,665
748346686624440324,5191,1220
748337862848962560,7582,4066
748324050481647620,3663,751
748307329658011649,3645,704
748220828303695873,14042,7716
747963614829678593,5738,2120
747933425676525569,6556,2512
747885874273214464,2921,964
747844099428986880,2804,745
747816857231626240,4818,1148
747651430853525504,1375,153
747648653817413632,12796,5795
747600769478692864,2309,552
747594051852075008,3649,1047
747512671126323200,5498,1594
747461612269887489,3842,1032
747439450712596480,5376,1898
747242308580548608,0,2885
747219827526344708,5219,1550
747204161125646336,3352,915
747103485104099331,9493,3931
746906459439529985,2877,294
746872823977771008,5934,2111
746818907684614144,5284,1724
746790600704425984,4827,1587
746757706116112384,9507,3877
746726898085036033,6003,1778
746542875601690625,4998,1862
746521445350707200,0,976
746507379341139972,4622,1074
746369468511756288,6141,1615
746131877086527488,6859,2175
746056683365994496,3530,803
745789745784041472,3985,1056
745712589599014916,6950,2306
745433870967832576,7023,2510
745422732645535745,8496,2417
745314880350101504,7122,2725
745074613265149952,7767,3452
745057283344719872,7199,2236
744995568523612160,2947,609
744971049620602880,7809,2654
744709971296780288,5565,1547
744334592493166593,6727,2084
744234799360020481,154947,76988
744223424764059648,1649,358
743980027717509120,4130,1081
743895849529389061,3615,953
743835915802583040,0,2049
743609206067040256,4430,1367
743595368194129920,18188,6461
743545585370791937,3500,932
743510151680958465,7859,3699
743253157753532416,4190,1210
743222593470234624,6143,1890
743210557239623680,3800,1341
742534281772302336,7000,3528
742528092657332225,4368,1945
742465774154047488,7194,3877
742423170473463808,9723,3716
742385895052087300,6730,1944
742161199639494656,4296,1351
742150209887731712,5062,1527
741793263812808706,4498,1493
741743634094141440,8085,2715
741438259667034112,3643,819
741303864243200000,8690,3162
741099773336379392,9878,5446
741067306818797568,9419,3059
740995100998766593,6296,2701
740711788199743490,3365,924
740699697422163968,2819,772
740676976021798912,17981,6739
740373189193256964,34652,13156
740365076218183684,2435,426
740359016048689152,3264,853
740214038584557568,6614,1941
739979191639244800,19739,5858
739932936087216128,4009,1063
739844404073074688,3765,848
739623569819336705,3731,1333
739606147276148736,5331,1636
739544079319588864,39070,20963
739485634323156992,7069,2890
739238157791694849,114545,57195
738891149612572673,109,6
738885046782832640,3730,1128
738883359779196928,3266,782
738537504001953792,5022,1513
738402415918125056,3214,816
738184450748633089,4265,1197
738166403467907072,8667,3307
738156290900254721,2474,631
737826014890496000,5202,1742
737800304142471168,9876,3417
737678689543020544,4977,1292
737445876994609152,10126,4399
737322739594330112,3559,803
737310737551491075,14479,7308
736736130620620800,4200,1701
736392552031657984,17479,7268
736365877722001409,3918,1226
736225175608430592,8015,2740
736010884653420544,7793,2935
735991953473572864,3553,1133
735648611367784448,3984,1085
735635087207878657,6087,2319
735274964362878976,12854,4959
735256018284875776,3284,866
735137028879360001,3088,960
734912297295085568,2714,518
734787690684657664,12358,6190
734776360183431168,2468,530
734559631394082816,1462,391
733828123016450049,3530,768
733822306246479872,3620,1009
733482008106668032,3094,938
733460102733135873,4138,1263
733109485275860992,49545,16599
732732193018155009,2399,527
732726085725589504,3505,879
732585889486888962,3613,767
732375214819057664,7965,2475
732005617171337216,14690,5312
731285275100512256,3442,979
