tweet_id,favorites,retweets
731156023742988288,3782,1248
730924654643314689,6060,1946
730573383004487680,4826,2100
730427201120833536,3439,1030
730211855403241472,3764,1040
730196704625098752,4771,1866
729854734790754305,3975,1105
729838605770891264,1699,378
729823566028484608,3919,1227
729463711119904772,5707,2281
729113531270991872,1848,319
728986383096946689,3098,809
728760639972315136,4608,1672
728751179681943552,2718,667
728653952833728512,3263,1019
728409960103686147,4843,1967
728387165835677696,3645,946
728046963732717569,4235,1179
728035342121635841,4502,1644
728015554473250816,4054,1088
727685679342333952,2920,634
727644517743104000,5788,1717
727524757080539137,4407,1200
727314416056803329,3285,727
727286334147182592,3008,798
727175381690781696,3856,1362
727155742655025152,3566,1308
726935089318363137,6768,2404
726887082820554753,3786,1501
726828223124897792,3509,989
726224900189511680,4362,1123
725842289046749185,6968,2626
725786712245440512,4110,1349
725729321944506368,5127,1754
725458796924002305,1393,607
724983749226668032,3677,1287
724771698126512129,2315,625
724405726123311104,5197,1625
724049859469295616,4260,1748
724046343203856385,2619,545
724004602748780546,4114,1519
723912936180330496,3828,1216
723688335806480385,7554,2886
723673163800948736,2963,873
723179728551723008,5225,1831
722974582966214656,4042,1536
722613351520608256,4888,1611
721503162398597120,4547,1809
721001180231503872,2493,601
720785406564900865,3069,754
720775346191278080,2421,650
720415127506415616,4061,1475
720389942216527872,6274,2462
720340705894408192,2821,962
720059472081784833,3802,1106
720043174954147842,4835,1972
719991154352222208,4765,1715
719704490224398336,4469,1404
719551379208073216,4967,1871
719367763014393856,2757,729
719339463458033665,4369,1210
719332531645071360,3380,931
718971898235854848,3432,1058
718939241951195136,5171,1729
718631497683582976,18596,7904
718613305783398402,2402,475
718540630683709445,2419,999
718460005985447936,2655,515
718454725339934721,4788,1487
718246886998687744,1878,492
718234618122661888,3808,975
717841801130979328,2415,594
717790033953034240,2836,1089
717537687239008257,5695,1824
717428917016076293,1590,440
717421804990701568,3114,827
717047459982213120,6196,1899
717009362452090881,3195,946
716802964044845056,4227,1151
716791146589110272,8039,1552
716730379797970944,1214,418
716447146686459905,12860,5767
716439118184652801,2342,205
716285507865542656,2727,1039
716080869887381504,6665,1866
715928423106027520,3142,863
715758151270801409,3663,1412
715733265223708672,4585,1660
715704790270025728,2748,558
715696743237730304,3853,1270
715680795826982913,4240,1587
715360349751484417,5392,1536
715342466308784130,2997,684
715220193576927233,2388,638
715200624753819648,5065,1850
715009755312439296,4090,1207
714982300363173890,3681,1015
714962719905021952,7240,4187
714957620017307648,4068,1391
714631576617938945,3227,980
714606013974974464,3577,911
714485234495041536,2645,1106
714258258790387713,2988,711
714251586676113411,3228,823
714214115368108032,2234,856
714141408463036416,4267,1374
713919462244790272,3246,779
713909862279876608,1867,529
713900603437621249,2793,730
713761197720473600,4787,1346
713411074226274305,4377,1280
713177543487135744,7115,2788
713175907180089344,4397,1452
712809025985978368,18788,6619
712717840512598017,12163,4898
712668654853337088,4123,1198
712438159032893441,5243,1540
712309440758808576,239,25
712097430750289920,3724,1015
712092745624633345,2902,873
712085617388212225,3226,478
712065007010385924,2234,611
711998809858043904,0,125
711968124745228288,7947,2263
711743778164514816,2797,972
711732680602345472,8710,4043
711694788429553666,32389,18043
711652651650457602,3802,899
711363825979756544,3599,1114
711306686208872448,3256,725
711008018775851008,2955,602
710997087345876993,4503,1367
710844581445812225,2511,677
710833117892898816,2648,522
710658690886586372,2275,552
710609963652087808,4734,2333
710588934686908417,4471,1836
710296729921429505,2344,726
710283270106132480,2119,516
710272297844797440,4473,1233
710269109699739648,2360,1101
710153181850935296,2862,877
710140971284037632,2717,867
710117014656950272,5412,1964
709918798883774466,3441,1072
709901256215666688,656,99
709852847387627521,3468,1185
709566166965075968,3499,1186
709556954897764353,3246,1055
709519240576036864,1475,234
709449600415961088,2192,562
709409458133323776,2583,670
709225125749587968,2382,566
709207347839836162,12350,5695
709198395643068416,2403,635
709179584944730112,1973,662
709158332880297985,2007,410
709042156699303936,4672,1604
708853462201716736,1778,651
708845821941387268,2939,887
708834316713893888,1662,493
708810915978854401,16244,6817
708738143638450176,2717,799
708711088997666817,2500,707
708479650088034305,2512,670
708469915515297792,3062,802
708400866336894977,15767,9901
708356463048204288,3533,1297
708349470027751425,2312,724
708149363256774660,4226,1533
708130923141795840,3336,840
708119489313951744,2659,968
708109389455101952,1918,543
708026248782585858,4337,1902
707995814724026368,3091,1109
707983188426153984,50,2
707969809498152960,2668,954
707776935007539200,3240,944
707741517457260545,2458,607
707738799544082433,4029,2423
707693576495472641,3355,976
707629649552134146,2542,859
707610948723478529,16754,6255
707420581654872064,2237,688
707411934438625280,2277,590
707387676719185920,3453,1266
707377100785885184,3236,1076
707315916783140866,2442,632
707297311098011648,2735,772
707059547140169728,2561,663
707038192327901184,2159,778
707021089608753152,4031,1338
707014260413456384,2286,589
706904523814649856,14392,7747
706901761596989440,2030,586
706681918348251136,3262,964
706644897839910912,2540,1075
706593038911545345,2128,625
706538006853918722,3436,1410
706516534877929472,3078,1023
706346369204748288,3404,911
706310011488698368,21032,7813
706291001778950144,1675,473
706265994973601792,2701,922
706169069255446529,3856,2176
706166467411222528,5096,1581
706153300320784384,1465,381
705975130514706432,3068,723
705970349788291072,3136,883
705898680587526145,2337,542
705786532653883392,1907,511
705591895322394625,3127,1134
705475953783398401,2919,895
705442520700944385,4374,1596
705428427625635840,3770,1659
705239209544720384,2971,741
705223444686888960,2556,789
705102439679201280,2116,512
705066031337840642,2157,614
704871453724954624,4226,1102
704859558691414016,2226,533
704847917308362754,5007,1506
704819833553219584,2613,973
704761120771465216,6560,2885
704499785726889984,2879,1002
704491224099647488,745,78
704480331685040129,3348,1057
704364645503647744,7894,3507
704347321748819968,1563,347
704134088924532736,1491,453
704113298707505153,1832,565
704054845121142784,2891,904
703774238772166656,1825,453
703769065844768768,3237,1131
703631701117943808,2547,673
703611486317502464,3794,1510
703425003149250560,3764,1351
703407252292673536,2412,688
703382836347330562,3476,1129
703356393781329922,1897,382
703268521220972544,1956,544
703079050210877440,7300,3036
703041949650034688,26031,12306
702932127499816960,2551,714
702899151802126337,1594,448
702684942141153280,3193,1064
702671118226825216,2177,550
702598099714314240,12101,3387
702539513671897089,2855,947
702332542343577600,3141,1526
702321140488925184,3242,1030
702276748847800320,2436,759
702217446468493312,4714,1324
701981390485725185,3414,979
701952816642965504,3800,1011
701889187134500865,3499,1371
701805642395348998,3379,1651
701601587219795968,2070,445
701570477911896070,2778,914
701545186879471618,2631,603
701214700881756160,12065,5036
700890391244103680,2194,559
700864154249383937,2568,612
700847567345688576,2428,498
700796979434098688,2414,928
700747788515020802,22554,9179
700518061187723268,2578,786
700505138482569216,2262,560
700462010979500032,4082,1767
700167517596164096,2602,722
700151421916807169,2216,663
700143752053182464,7453,2676
700062718104104960,2622,681
700029284593901568,2051,580
700002074055016451,3278,1322
699801817392291840,3028,939
699788877217865730,2207,504
699779630832685056,2706,1216
699775878809702401,1941,597
699691744225525762,10164,4546
699446877801091073,5880,2584
699434518667751424,2141,509
699423671849451520,1344,320
699413908797464576,2054,622
699370870310113280,1866,433
699323444782047232,3119,853
699088579889332224,2220,625
699079609774645248,2423,647
699072405256409088,2939,1181
699060279947165696,3706,1775
699036661657767936,2577,1186
698989035503689728,3308,964
698953797952008193,2648,891
698907974262222848,2507,618
698710712454139905,2434,674
698703483621523456,1433,373
698635131305795584,1279,336
698549713696649216,2293,617
698355670425473025,1829,443
698342080612007937,2247,942
698262614669991936,4705,1972
698195409219559425,16569,5901
698178924120031232,2780,731
697995514407682048,1499,330
697990423684476929,3245,1283
697943111201378304,2361,666
697881462549430272,2976,1160
697630435728322560,1723,534
697616773278015490,3119,999
697596423848730625,2978,1245
697575480820686848,2024,494
697516214579523584,2030,1097
697482927769255936,2387,662
697463031882764288,3380,1383
697270446429966336,4643,1847
697259378236399616,3261,991
697255105972801536,3004,1150
697242256848379904,2487,661
696900204696625153,3134,1006
696894894812565505,2320,673
696886256886657024,4799,1770
696877980375769088,2416,704
696754882863349760,1468,357
696744641916489729,2043,923
696713835009417216,2353,642
696518437233913856,3862,1693
696490539101908992,1200,140
696488710901260288,2491,1003
696405997980676096,3167,1142
696100768806522880,1905,643
695816827381944320,2988,1148
695794761660297217,3130,756
695767669421768709,1839,734
695629776980148225,4513,2064
695446424020918272,4343,1790
695409464418041856,8567,3522
695314793360662529,3592,1432
695095422348574720,2603,607
695074328191332352,2806,1081
695064344191721472,1584,583
695051054296211456,2630,782
694925794720792577,2664,909
694905863685980160,2721,926
694669722378485760,35388,14176
694356675654983680,1485,284
694352839993344000,2009,607
694342028726001664,1562,479
694329668942569472,1981,497
694206574471057408,4117,2011
694183373896572928,2927,917
694001791655137281,3364,1015
693993230313091072,1854,397
693942351086120961,1728,365
693647888581312512,2654,576
693644216740769793,1336,122
693642232151285760,2509,407
693629975228977152,2411,781
693622659251335168,1515,370
693590843962331137,4990,1932
693582294167244802,1626,242
693486665285931008,1755,627
693280720173801472,3316,1218
693267061318012928,2350,805
693262851218264065,2191,491
693231807727280129,2841,725
693155686491000832,7793,3168
693109034023534592,1693,602
693095443459342336,1834,452
692919143163629568,2650,742
692905862751522816,2402,856
692901601640583168,1745,593
692894228850999298,2240,786
692828166163931137,2835,872
692752401762250755,6747,3589
692568918515392513,4311,1514
692535307825213440,3129,1342
692530551048294401,1809,408
692423280028966913,1466,225
692417313023332352,9256,3416
692187005137076224,2503,809
692158366030913536,2126,778
692142790915014657,1630,388
692041934689402880,3376,1253
692017291282812928,2857,945
691820333922455552,3918,1636
691793053716221953,8048,4163
691756958957883396,2823,981
691675652215414786,1938,500
691483041324204033,2369,558
691459709405118465,4002,1124
691444869282295808,2621,841
691416866452082688,19099,7539
691321916024623104,2538,653
691096613310316544,2936,870
691090071332753408,1703,330
690989312272396288,5840,2831
690959652130045952,3539,1229
690938899477221376,4050,1923
690932576555528194,3249,1002
690735892932222976,3742,1251
690728923253055490,2157,509
690690673629138944,2308,808
690649993829576704,1289,274
690607260360429569,293,18
690597161306841088,1934,596
690400367696297985,1870,445
690374419777196032,3221,838
690360449368465409,2643,868
690348396616552449,1496,510
690248561355657216,1657,412
690021994562220032,2760,1015
690015576308211712,2466,724
690005060500217858,3625,1665
689999384604450816,1404,362
689993469801164801,1451,443
689977555533848577,1352,440
689905486972461056,2419,692
689877686181715968,3012,1148
689835978131935233,2151,739
689661964914655233,3189,917
689659372465688576,10268,3803
689623661272240129,2210,631
689599056876867584,11522,5443
689557536375177216,2021,451
689517482558820352,3363,1413
689289219123089408,2237,926
689283819090870273,3229,1088
689280876073582592,1959,698
689275259254616065,1135,242
689255633275777024,2529,1069
689154315265683456,3046,990
689143371370250240,2001,503
688916208532455424,2683,854
688908934925697024,2094,753
688898160958271489,2076,772
688894073864884227,2221,679
688828561667567616,1363,366
688804835492233216,956,191
688789766343622656,2199,654
688547210804498433,2565,688
688519176466644993,2296,717
688385280030670848,9183,4424
688211956440801280,2217,819
688179443353796608,2119,577
688116655151435777,2795,761
688064179421470721,1713,357
687841446767013888,5395,2470
687826841265172480,2714,1107
687818504314159109,2452,935
687807801670897665,2373,711
687732144991551489,1741,655
687704180304273409,2409,832
687664829264453632,1917,504
687494652870668288,1878,568
687480748861947905,1584,235
687476254459715584,1965,523
687460506001633280,2039,540
687399393394311168,1872,609
687317306314240000,19921,9053
687312378585812992,4310,1871
687127927494963200,5371,2239
687124485711986689,2152,499
687109925361856513,5729,2425
687102708889812993,2318,966
687096057537363968,2213,599
686947101016735744,8539,3150
686760001961103360,3481,1362
686749460672679938,3435,1437
686730991906516992,4095,1186
686683045143953408,2792,788
686618349602762752,3669,1349
686606069955735556,1870,538
686394059078897668,1723,682
686386521809772549,3225,868
686377065986265092,2181,557
686358356425093120,2161,660
686286779679375361,3960,1640
686050296934563840,2194,719
686035780142297088,1137,115
686034024800862208,3050,1128
686007916130873345,2457,405
686003207160610816,1805,615
685973236358713344,2076,514
685943807276412928,1612,584
685906723014619143,7427,2839
685681090388975616,2009,123
685667379192414208,2339,557
685663452032069632,3193,1435
685641971164143616,2908,766
685547936038666240,32559,15408
685532292383666176,3001,1143
685325112850124800,9351,3914
685321586178670592,2624,628
685315239903100929,3276,1029
685307451701334016,2049,438
685268753634967552,3062,1185
685198997565345792,2316,660
685169283572338688,4062,1408
684969860808454144,2367,363
684959798585110529,6752,3078
684940049151070208,3181,1035
684926975086034944,3454,456
684914660081053696,3479,1431
684902183876321280,1853,520
684880619965411328,2064,799
684830982659280897,34631,21380
684800227459624960,2710,989
684594889858887680,8809,3458
684588130326986752,4074,1388
684567543613382656,2982,1193
684538444857667585,2622,937
684481074559381504,3843,1155
684460069371654144,1954,556
684241637099323392,8036,3233
684225744407494656,1213,206
684222868335505415,3773,1351
684200372118904832,2125,1021
684195085588783105,1883,503
684188786104872960,3457,1158
684177701129875456,1994,657
684147889187209216,2953,1496
684122891630342144,1984,463
684097758874210310,4068,1412
683857920510050305,3763,1108
683852578183077888,1914,340
683849932751646720,2577,951
683834909291606017,2595,1096
683828599284170753,2766,1052
683773439333797890,3308,1330
683742671509258241,6399,3249
683515932363329536,7250,2837
683498322573824003,3138,951
683481228088049664,2631,985
683462770029932544,2401,663
683449695444799489,3845,1581
683391852557561860,7552,2369
683357973142474752,2871,902
683142553609318400,2838,1029
683111407806746624,3365,895
683098815881154561,2142,647
683078886620553216,1968,552
683030066213818368,2143,729
682962037429899265,36383,16300
682808988178739200,1759,166
682788441537560576,2447,1093
682750546109968385,1502,429
682697186228989953,1304,355
682662431982772225,3024,1064
682638830361513985,2056,589
682429480204398592,3400,1136
682406705142087680,7467,1743
682393905736888321,2210,658
682389078323662849,1637,451
682303737705140231,3020,957
682259524040966145,4082,1183
682242692827447297,3206,1143
682088079302213632,18019,9713
682059653698686977,4877,1655
682047327939461121,3160,922
682032003584274432,6492,1971
682003177596559360,3085,1495
681981167097122816,2779,1019
681891461017812993,2444,803
681694085539872773,12649,4004
681679526984871937,1749,432
681654059175129088,2609,912
681610798867845120,1880,459
681579835668455424,3507,1281
681523177663676416,14111,5677
681340665377193984,1629,275
681339448655802368,9174,4030
681320187870711809,2611,730
681302363064414209,3888,1788
681297372102656000,3175,940
681281657291280384,3195,1087
681261549936340994,1439,267
681242418453299201,1468,523
681231109724700672,2379,477
681193455364796417,3652,1459
680970795137544192,2393,645
680959110691590145,4530,1974
680940246314430465,3166,1033
680934982542561280,2066,428
680913438424612864,2373,612
680889648562991104,1740,357
680836378243002368,3418,1298
680805554198020098,2130,655
680801747103793152,2352,806
680798457301471234,2815,1013
680609293079592961,2598,688
680583894916304897,3575,1311
680497766108381184,4183,1876
680494726643068929,1698,478
680473011644985345,2511,735
680440374763077632,1426,493
680221482581123072,1449,290
680206703334408192,2796,1146
680191257256136705,2113,491
680176173301628928,3845,1523
680161097740095489,2295,723
680145970311643136,3562,1708
680130881361686529,2257,926
680115823365742593,2679,888
680100725817409536,3523,1348
680085611152338944,12646,8838
680070545539371008,2548,846
679877062409191424,1961,640
679872969355714560,2157,652
679862121895714818,2416,604
679854723806179328,2811,1205
679844490799091713,2333,747
679828447187857408,35723,13755
679777920601223168,3052,1081
679736210798047232,2064,776
679729593985699840,2136,809
679722016581222400,1637,459
679530280114372609,4724,2045
679527802031484928,2599,710
679511351870550016,3305,1244
679503373272485890,3126,1438
679475951516934144,2064,626
679462823135686656,31046,18410
679405845277462528,2333,1176
679158373988876288,20913,7874
679148763231985668,2730,1007
679132435750195208,2923,1132
679111216690831360,5861,2529
679062614270468097,16652,7902
679047485189439488,2207,650
679001094530465792,2780,1195
678991772295516161,2257,1132
678969228704284672,1612,447
678800283649069056,2523,877
678798276842360832,3396,1135
678774928607469569,2761,883
678767140346941444,3463,1328
678764513869611008,1605,462
678755239630127104,6969,3202
678740035362037760,3685,1637
678708137298427904,5496,2371
678675843183484930,2802,1425
678643457146150913,2008,392
678446151570427904,3922,1504
678424312106393600,5372,2480
678410210315247616,4126,1765
678399652199309312,77738,31008
678396796259975168,1562,405
678389028614488064,1828,411
678380236862578688,2387,888
678341075375947776,1698,524
678334497360859136,1283,247
678278586130948096,11213,5944
678255464182861824,1555,356
678023323247357953,1873,374
678021115718029313,13339,6180
677961670166224897,3344,1643
677918531514703872,1313,397
677895101218201600,4720,2014
677716515794329600,2991,958
677700003327029250,3319,1412
677698403548192770,1205,311
677687604918272002,2436,827
677673981332312066,3262,1461
677662372920729601,1909,928
677644091929329666,1814,779
677573743309385728,2083,684
677565715327688705,1273,452
677557565589463040,2392,1122
677547928504967168,6790,3586
677530072887205888,1041,222
677335745548390400,2977,1724
677334615166730240,1317,277
677331501395156992,1062,231
677328882937298944,3558,1461
677314812125323265,1605,520
677301033169788928,1205,391
677269281705472000,1933,688
677228873407442944,3465,1595
677187300187611136,2678,892
676975532580409345,2707,1039
676957860086095872,2183,791
676949632774234114,1272,384
676948236477857792,2106,843
676946864479084545,1692,359
676942428000112642,2021,727
676936541936185344,12403,4790
676916996760600576,2903,1761
676897532954456065,2192,707
676864501615042560,2044,688
676821958043033607,22332,15106
676819651066732545,1774,647
676811746707918848,1388,412
676776431406465024,4871,1967
676617503762681856,2812,927
676613908052996102,1053,195
676606785097199616,1840,418
676603393314578432,1131,372
676593408224403456,4438,2096
676590572941893632,893,117
676588346097852417,2251,757
676582956622721024,1159,265
676575501977128964,2509,1081
676533798876651520,1826,535
676496375194980353,1479,517
676470639084101634,11290,4521
676440007570247681,1677,641
676430933382295552,1360,330
676263575653122048,2026,525
676237365392908289,1172,278
676219687039057920,74338,30068
676215927814406144,1685,556
676191832485810177,2218,1000
676146341966438401,1866,640
676121918416756736,2100,1123
676101918813499392,2746,1131
676098748976615425,2912,1372
676089483918516224,1272,423
675898130735476737,1563,555
675891555769696257,2059,825
675888385639251968,2303,925
675878199931371520,4060,1355
675870721063669760,1572,548
675853064436391936,2609,1248
675849018447167488,915,138
675845657354215424,2199,847
675822767435051008,1476,518
675820929667219457,1015,227
675798442703122432,9939,3301
675781562965868544,1578,450
675740360753160193,1131,329
675710890956750848,1822,786
675707330206547968,1906,658
675706639471788032,625,90
675534494439489536,1774,396
675531475945709568,1146,368
675522403582218240,1007,276
675517828909424640,1246,450
675501075957489664,16611,5624
675497103322386432,3030,1241
675489971617296384,1251,572
675483430902214656,1786,942
675432746517426176,1466,549
675372240448454658,1625,499
675362609739206656,1020,221
675354435921575936,31438,16164
675349384339542016,3787,2187
675334060156301312,2670,1238
675166823650848770,3448,1527
675153376133427200,6020,2474
675149409102012420,3626,1619
675147105808306176,909,221
675146535592706048,1140,285
675145476954566656,2058,855
675135153782571009,1263,462
675113801096802304,1877,756
675111688094527488,924,241
675109292475830276,2698,1091
675047298674663426,1030,307
675015141583413248,2606,1134
675006312288268288,943,211
675003128568291329,1504,446
674999807681908736,2161,1063
674805413498527744,831,342
674800520222154752,2906,818
674793399141146624,2415,1044
674790488185167872,1063,241
674788554665512960,784,203
674781762103414784,1936,1146
674774481756377088,1070,452
674767892831932416,1754,749
674764817387900928,765,229
674754018082705410,1319,424
674752233200820224,1414,446
674743008475090944,1350,526
674742531037511680,466,49
674739953134403584,1060,372
674737130913071104,622,84
674690135443775488,1104,453
674670581682434048,1551,618
674664755118911488,883,238
674646392044941312,1378,469
674644256330530816,997,259
674638615994089473,1628,558
674632714662858753,1448,550
674606911342424069,902,93
674468880899788800,5985,1939
674447403907457024,1027,345
674436901579923456,1071,369
674422304705744896,1376,519
674416750885273600,665,131
674410619106390016,1155,441
674394782723014656,1460,549
674372068062928900,821,302
674330906434379776,543,72
674318007229923329,1357,499
674307341513269249,10925,6650
674291837063053312,14123,5601
674271431610523648,1506,699
674269164442398721,878,220
674265582246694913,1578,805
674262580978937856,1257,431
674255168825880576,1402,519
674082852460433408,732,161
674075285688614912,953,271
674063288070742018,6118,2093
674053186244734976,3161,1234
674051556661161984,1396,468
674045139690631169,1347,612
674042553264685056,690,121
674038233588723717,1063,401
674036086168010753,820,195
674024893172875264,1706,1169
674019345211760640,1082,289
674014384960745472,1498,608
674008982932058114,1147,338
673956914389192708,1876,910
673919437611909120,1123,353
673906403526995968,3044,1554
673887867907739649,903,242
673716320723169284,2960,715
673715861853720576,3401,1966
673711475735838725,995,284
673709992831262724,800,257
673708611235921920,1031,273
673707060090052608,1056,372
673705679337693185,1208,390
673700254269775872,1372,539
673697980713705472,3797,1872
673689733134946305,1668,614
673688752737402881,1210,471
673686845050527744,1375,411
673680198160809984,1312,439
673662677122719744,1201,349
673656262056419329,692,223
673636718965334016,1055,342
673612854080196609,1532,683
673583129559498752,1144,340
673580926094458881,794,263
673576835670777856,1330,536
673363615379013632,981,289
673359818736984064,1386,641
673355879178194945,1437,543
673352124999274496,1590,513
673350198937153538,718,198
673345638550134785,2408,1199
673343217010679808,925,258
673342308415348736,1215,544
673320132811366400,12872,7480
673317986296586240,840,244
673295268553605120,7201,3015
673270968295534593,1031,346
673240798075449344,1366,682
673213039743795200,2147,797
673148804208660480,1625,593
672997845381865473,1887,676
672995267319328768,910,273
672988786805112832,945,272
672984142909456390,1204,516
672980819271634944,1744,960
672975131468300288,1599,857
672970152493887488,911,339
672968025906282496,1269,516
672964561327235073,1366,614
672902681409806336,1309,467
672898206762672129,863,402
672884426393653248,1480,801
672877615439593473,991,332
672834301050937345,1252,537
672828477930868736,1200,463
672640509974827008,938,300
672622327801233409,1239,462
672614745925664768,1173,552
672609152938721280,1065,372
672604026190569472,1062,380
672594978741354496,1278,584
672591762242805761,913,319
672591271085670400,693,177
672538107540070400,988,343
672523490734551040,602,160
672488522314567680,1062,411
672482722825261057,1079,567
672481316919734272,688,122
672475084225949696,1387,663
672466075045466113,1297,504
672272411274932228,6167,3190
672267570918129665,1422,587
672264251789176834,1088,320
672256522047614977,2701,1460
672254177670729728,1375,705
672248013293752320,1660,568
672245253877968896,654,146
672239279297454080,859,306
672231046314901505,1747,955
672222792075620352,752,202
672205392827572224,2160,1093
672169685991993344,975,349
672160042234327040,838,339
672139350159835138,1661,656
672125275208069120,2283,1082
672095186491711488,954,351
672082170312290304,903,346
672068090318987265,1237,486
671896809300709376,8127,3969
671891728106971137,1258,542
671882082306625538,3305,1318
671879137494245376,1349,632
671874878652489728,1196,522
671866342182637568,1072,466
671855973984772097,862,414
671789708968640512,6742,3285
671768281401958400,1146,467
671763349865160704,1594,852
671744970634719232,1295,718
671743150407421952,720,226
671735591348891648,1379,717
671729906628341761,8110,4123
671561002136281088,12199,6859
671550332464455680,868,199
671547767500775424,1289,557
671544874165002241,1873,998
671542985629241344,1042,534
671538301157904385,887,368
671536543010570240,1113,384
671533943490011136,977,548
671528761649688577,803,245
671520732782923777,1333,500
671518598289059840,905,283
671511350426865664,1521,668
671504605491109889,6671,3362
671497587707535361,882,424
671488513339211776,955,453
671486386088865792,552,184
671485057807351808,726,221
671390180817915904,1377,708
671362598324076544,1057,285
671357843010908160,382,146
671355857343524864,464,113
671347597085433856,915,406
671186162933985280,699,197
671182547775299584,1070,319
671166507850801152,833,326
671163268581498880,1565,1036
671159727754231808,349,75
671154572044468225,679,206
671151324042559489,638,143
671147085991960577,637,202
671141549288370177,1097,620
671138694582165504,877,376
671134062904504320,711,181
671122204919246848,3320,2371
671115716440031232,1301,736
671109016219725825,1094,412
670995969505435648,1060,279
670842764863651840,23557,8230
670840546554966016,559,183
670838202509447168,1058,654
670833812859932673,418,115
670832455012716544,698,206
670826280409919488,5265,3849
670823764196741120,739,176
670822709593571328,580,91
670815497391357952,3028,1457
670811965569282048,1074,256
670807719151067136,1113,464
670804601705242624,1867,908
670803562457407488,327,84
670797304698376195,705,223
670792680469889025,785,259
670789397210615808,631,224
670786190031921152,570,192
670783437142401025,788,365
670782429121134593,1477,729
670780561024270336,759,273
670778058496974848,317,70
670764103623966721,1035,399
670755717859713024,422,101
670733412878163972,915,484
670727704916926465,795,338
670717338665226240,1136,457
670704688707301377,735,352
670691627984359425,561,231
670679630144274432,716,268
670676092097810432,234,39
670668383499735048,10190,4738
670474236058800128,1443,702
670468609693655041,340,82
670465786746662913,928,513
670452855871037440,525,193
670449342516494336,1151,617
670444955656130560,6420,1881
670442337873600512,620,189
670435821946826752,1010,486
670434127938719744,1343,613
670433248821026816,316,106
670428280563085312,1324,585
670427002554466305,498,150
670421925039075328,1249,601
670420569653809152,591,298
670417414769758208,545,305
670411370698022913,1929,842
670408998013820928,532,207
670403879788544000,408,144
670385711116361728,541,191
670374371102445568,717,252
670361874861563904,315,61
670338931251150849,407,101
670319130621435904,3720,1153
670303360680108032,415,123
670290420111441920,664,268
670093938074779648,983,316
670086499208155136,667,240
670079681849372674,2117,1158
670073503555706880,1484,745
670069087419133954,594,225
670061506722140161,728,313
670055038660800512,637,308
670046952931721218,618,162
670040295598354432,718,105
670037189829525505,568,258
670003130994700288,316,85
669993076832759809,311,79
669972011175813120,421,148
669970042633789440,288,54
669942763794931712,483,150
669926384437997569,360,92
669923323644657664,224,53
669753178989142016,770,374
669749430875258880,251,63
669684865554620416,492,86
669683899023405056,369,102
669682095984410625,339,128
669680153564442624,638,268
669661792646373376,773,410
669625907762618368,3357,1707
669603084620980224,909,341
669597912108789760,489,142
669583744538451968,1423,872
669573570759163904,418,130
669571471778410496,1518,959
669567591774625800,225,52
669564461267722241,372,116
669393256313184256,344,69
669375718304980992,1266,686
669371483794317312,473,168
669367896104181761,439,141
669363888236994561,597,215
669359674819481600,355,113
669354382627049472,2566,1210
669353438988365824,601,245
669351434509529089,412,169
669328503091937280,971,394
669327207240699904,550,114
669324657376567296,478,196
669216679721873412,1144,384
669214165781868544,419,150
669203728096960512,960,441
669037058363662336,627,295
669015743032369152,712,352
669006782128353280,554,230
669000397445533696,19952,6025
668994913074286592,422,210
668992363537309700,715,320
668989615043424256,643,312
668988183816871936,867,437
668986018524233728,527,155
668981893510119424,516,284
668979806671884288,761,329
668975677807423489,1244,551
668967877119254528,140,21
668960084974809088,672,230
668955713004314625,263,67
668932921458302977,250,54
668902994700836864,303,94
668892474547511297,382,140
668872652652679168,504,285
668852170888998912,431,151
668826086256599040,416,125
668815180734689280,536,248
668779399630725120,677,349
668655139528511488,498,206
668645506898350081,833,502
668643542311546881,835,500
668641109086707712,1021,510
668636665813057536,991,465
668633411083464705,2671,1513
668631377374486528,677,301
668627278264475648,300,108
668625577880875008,364,121
668623201287675904,1357,708
668620235289837568,189,38
668614819948453888,587,300
668587383441514497,1585,1011
668567822092664832,229,49
668544745690562560,489,213
668542336805281792,432,200
668537837512433665,242,67
668528771708952576,441,210
668507509523615744,311,98
668496999348633600,391,124
668484198282485761,408,220
668480044826800133,437,139
668466899341221888,852,482
668297328638447616,599,279
668291999406125056,231,29
668286279830867968,481,129
668274247790391296,784,222
668268907921326080,531,222
668256321989451776,1232,567
668248472370458624,922,453
668237644992782336,5891,2676
668226093875376128,283,96
668221241640230912,494,186
668204964695683073,532,184
668190681446379520,616,190
668171859951755264,464,183
668154635664932864,473,294
668142349051129856,550,264
668113020489474048,638,222
667937095915278337,1191,753
667924896115245057,280,107
667915453470232577,199,53
667911425562669056,470,280
667902449697558528,819,359
667886921285246976,1782,1013
667885044254572545,781,446
667878741721415682,375,111
667873844930215936,596,383
667866724293877760,2882,976
667861340749471744,231,74
667832474953625600,284,59
667806454573760512,1009,461
667801013445750784,314,92
667793409583771648,671,311
667782464991965184,395,232
667773195014021121,223,52
667766675769573376,420,204
667728196545200128,363,143
667724302356258817,459,303
667550904950915073,0,32
667550882905632768,0,32
667549055577362432,5494,2121
667546741521195010,325,115
667544320556335104,817,494
667538891197542400,195,61
667534815156183040,781,494
667530908589760512,446,224
667524857454854144,1615,1054
667517642048163840,351,181
667509364010450944,6460,2007
667502640335572993,514,211
667495797102141441,497,249
667491009379606528,501,211
667470559035432960,243,90
667455448082227200,182,56
